ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Site ID,Other - Site ID,Date,Observer Type,Observer Name,Other - Observer Name,Survey Type,GPS track recorded,Bearing,Wind (km/h),Dominant Shrub,Dominant Understory,Start time,Time to first detection,First detection type,Fresh squirrel scat samples collected,Fresh jackrabbit scat samples collected,Comments/Notes,x,y
263,f6680458-d4c3-41b9-8759-06cb4a0261b3,11/17/2025 4:41:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:41:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,120998,,3/19/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 1 Transect,YES,0,,,,10:02,11:04,,0,0,Had to sort out a compass alternative. There may be issues with the bearing using GPS,0,0
264,d755e7ce-573f-42a7-8d4c-e7daf4d14d9d,11/17/2025 4:42:44 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:42:44 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS03M,,3/18/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,20.8,,,14:29,14:34,,0,0,,0,0
265,42fe4093-d3fc-45ab-8e60-235ef7737e35,11/17/2025 4:43:41 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:43:41 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112585,,3/18/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,18.4,,,13:43,13:48,,0,0,,0,0
266,76666409-ab76-40a8-8c02-c742306847ce,11/17/2025 4:44:31 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:44:31 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112533,,3/18/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,15.6,,,10:21,10:26,,0,0,,0,0
267,3019ba37-1cb1-48a8-8abd-480c4eb5f6f1,11/17/2025 4:45:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:45:13 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112546,,3/18/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,20.1,,,11:20,11:25,,0,0,,0,0
268,726eda1c-0318-46a5-8823-8a72499d2e05,11/17/2025 4:46:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:46:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112585,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,275,,,,13:35,13:43,,0,0,,0,0
269,d2c251b0-48df-4b3f-8fac-9dabfa039dfa,11/17/2025 4:46:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:46:37 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112585,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,13:43,13:08,,0,0,,0,0
270,f4e8bec6-4007-44a2-8fa9-4ed6047edb37,11/17/2025 4:47:19 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:47:19 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS03M,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,317,,,,14:18,14:29,,0,0,,0,0
271,34acc85d-7ba8-4172-86d3-ab93f1979619,11/17/2025 4:47:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 4:47:45 AM,LILLIESCOFIELD@boisestate.edu_boisestate,GS03M,,4/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,14:29,14:34,,0,0,,0,0
272,21803bb5-c15e-445f-8b0f-c6570854fc04,11/17/2025 5:03:46 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:03:46 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112546,,11/18/2025 7:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,330,,,,11:12,11:20,,0,0,,0,0
273,f418d14c-23b5-484f-8351-2cc9851eaa2b,11/17/2025 5:04:23 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:04:23 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112546,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,11:20,11:25,,0,0,,0,0
274,e971f938-086e-4c11-8096-9543ae97c1cc,11/17/2025 5:05:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:05:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112533,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,145,,,,10:03,10:21,,0,0,,0,0
275,487e376a-d158-4e67-8217-7a565bf74071,11/17/2025 5:06:27 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:06:27 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112533,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,10:21,10:26,,0,0,,0,0
276,7b3cb760-a523-4e96-8043-2e1cbe980997,11/17/2025 5:08:16 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:08:16 AM,LILLIESCOFIELD@boisestate.edu_boisestate,120998,,3/19/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,7.4,,,11:04,11:09,,0,0,,0,0
277,41914041-27fc-495c-877b-84227741ce4f,11/17/2025 5:18:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:18:04 AM,LILLIESCOFIELD@boisestate.edu_boisestate,120985,,3/19/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,12.5,,,12:22,12:27,,0,0,,0,0
278,cbe4f7df-9378-48c6-8029-8991f3556fe0,11/17/2025 5:20:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:20:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,120985,,3/19/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 1 Transect,YES,180,,,,12:07,12:22,,0,0,"Possible issues with the bearing, using the GPS as a compass",0,0
279,5eb41986-68ea-410e-8102-ce8e0416063b,11/17/2025 5:20:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:20:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,120985,,3/19/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 1 Random,,,,,,12:22,12:27,,0,0,,0,0
280,dbb4ad89-60e3-4dc4-8a95-3883a56ed47e,11/17/2025 5:22:12 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:22:12 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121037,,3/20/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,70,,,,10:29,10:48,,0,0,,0,0
281,866f704d-4956-4b7d-8b5d-d66891d1cc47,11/17/2025 5:23:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:23:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,121037,,3/20/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,10:48,10:53,,0,0,Transect close to the road,0,0
282,beaa79ae-3b98-46aa-8344-3cac456d835b,11/17/2025 5:25:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:25:59 AM,LILLIESCOFIELD@boisestate.edu_boisestate,128263,,3/20/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,300,,,,11:59,12:08,,0,0,"Bearing might not be accurate, the transects were redone",0,0
283,59b26bb6-4f0a-4981-8ea7-89305bbec934,11/17/2025 5:26:33 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:26:33 AM,LILLIESCOFIELD@boisestate.edu_boisestate,128263,,3/20/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,12:08,12:13,,0,0,,0,0
284,c4a9438c-e41e-4015-8096-fa201a83ab9c,11/17/2025 5:29:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:29:40 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112572,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,0,,,,12:59,13:01,Auditory,0,0,,0,0
285,cc6593c5-766f-47d8-877e-2c7a3c30999c,11/17/2025 5:30:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:30:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112559,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,300,,,,11:55,12:07,,0,0,,0,0
286,4fba7b28-3e9b-4001-85cd-5fa9ef9c7ae9,11/17/2025 5:31:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:31:02 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112559,,3/18/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,12:07,12:02,,0,0,,0,0
287,cc5edd8b-c3a1-4051-897f-6bcd341ab83d,11/17/2025 5:32:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:32:30 AM,LILLIESCOFIELD@boisestate.edu_boisestate,112559,,3/18/2025 6:00:00 PM,Lead,Dylan Hendry,,Day 1 Random,,,23.9,,,12:07,12:12,,0,0,,0,0
288,a153e86a-091e-44e9-83da-2c1792e5ca70,11/17/2025 5:33:52 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:33:52 AM,LILLIESCOFIELD@boisestate.edu_boisestate,74185,,3/11/2025 6:00:00 PM,Technician,David Bontrager,,Day 1 Transect,YES,130,,,,13:03,13:18,,0,0,,0,0
289,9e8a906b-ffae-4b8d-80a0-088a1ee9ffe9,11/17/2025 5:34:23 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:34:23 AM,LILLIESCOFIELD@boisestate.edu_boisestate,74185,,3/11/2025 6:00:00 PM,Technician,David Bontrager,,Day 1 Random,,,,,,13:18,13:23,,0,0,,0,0
290,38d5abeb-e104-4e25-82a1-46b67fd65038,11/17/2025 5:38:39 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:38:39 AM,LILLIESCOFIELD@boisestate.edu_boisestate,SDHPLA6,,3/10/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,335,,,,12:42,12:49,,0,0,,0,0
291,c9bc306d-2df4-46fc-838a-454f2d62da86,11/17/2025 5:39:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:39:03 AM,LILLIESCOFIELD@boisestate.edu_boisestate,SDHPLA6,,3/10/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,12:49,12:54,,0,0,,0,0
292,78540e56-eab4-4bd4-8524-e24f03fc74b8,11/17/2025 5:40:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:40:07 AM,LILLIESCOFIELD@boisestate.edu_boisestate,POSE1,,3/10/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Transect,YES,320,,,,13:26,13:33,,0,0,,0,0
293,f0032f9f-ccbd-473b-81d0-863a1daf99e1,11/17/2025 5:42:49 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 5:42:49 AM,LILLIESCOFIELD@boisestate.edu_boisestate,POSE1,,3/10/2025 6:00:00 PM,Technician,Sydney Smith,,Day 1 Random,,,,,,13:33,13:38,,0,0,,0,0
294,09a9f936-d495-4e46-88e5-62ab4e292024,11/17/2025 6:02:36 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 6:02:36 AM,LILLIESCOFIELD@boisestate.edu_boisestate,74015,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,12:08,12:13,,0,0,,0,0
295,3343ca6e-e3fa-4f30-8c53-b139d8ed6cee,11/17/2025 6:03:54 AM,LILLIESCOFIELD@boisestate.edu_boisestate,11/17/2025 6:03:54 AM,LILLIESCOFIELD@boisestate.edu_boisestate,74028,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,12:49,12:54,,0,0,,0,0
296,f8396d7e-5370-4377-8d1a-7c6c341db5f4,11/17/2025 1:04:51 PM,,11/17/2025 1:04:51 PM,,73989,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,10:36,10:01,,0,0,,0,0
297,440985f2-fa5b-454c-83c2-36fb0c0a126b,11/17/2025 1:05:34 PM,,11/17/2025 1:05:34 PM,,74002,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,11:25,11:30,,0,0,,0,0
298,4fa60a87-f889-4b00-8da3-bff595e55441,11/17/2025 1:06:37 PM,,11/17/2025 1:06:37 PM,,81254,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,13:41,01:46,,0,0,,0,0
299,3d8f77e6-b663-4544-8e6f-37abbab52aa5,11/17/2025 1:07:26 PM,,11/17/2025 1:07:26 PM,,81241,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,14:08,14:13,,0,0,,0,0
300,789c8f7a-3f5c-4dc6-861c-07839e049f0e,11/17/2025 1:08:21 PM,,11/17/2025 1:08:21 PM,,81228,,4/5/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,14:38,14:44,Active burrow,0,0,,0,0
301,dcebf848-676b-48d5-8b2e-cb210be57e8f,11/17/2025 1:08:55 PM,,11/17/2025 1:08:55 PM,,81202,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,10:40,10:45,,0,0,,0,0
302,1107276b-433a-4d2c-8e36-305813ffaa5d,11/17/2025 1:09:37 PM,,11/17/2025 1:09:37 PM,,81215,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,11:24,11:29,,0,0,,0,0
303,4a81b2b3-d1bc-4d60-8cba-f2afd5caa591,11/17/2025 1:10:10 PM,,11/17/2025 1:10:10 PM,,81215,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,12:01,12:06,,0,0,,0,0
304,0bd7ada7-9642-4336-8219-379f40493908,11/17/2025 1:10:46 PM,,11/17/2025 1:10:46 PM,,89641,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,13:04,13:09,,0,0,,0,0
305,8ad6b252-d991-484b-8493-a94fd3edb1fd,11/17/2025 1:11:28 PM,,11/17/2025 1:11:28 PM,,89654,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,13:52,13:57,,0,0,,0,0
306,0af041e1-ae73-4f31-81a2-af4a4f48edc1,11/17/2025 1:12:24 PM,,11/17/2025 1:12:24 PM,,105293,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,14:56,15:01,,0,0,,0,0
307,4b61a22f-914d-4721-8ccf-0b6d2df599a0,11/17/2025 1:13:23 PM,,11/17/2025 1:13:23 PM,,105320,,4/6/2025 6:00:00 PM,Technician,Sydney Smith,,Day 2 Random,,,,,,15:44,15:49,,0,0,,0,0
308,243c0738-9bbd-4acc-8a9a-80ea69464470,11/17/2025 1:14:25 PM,,11/17/2025 1:14:25 PM,,89654,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,7.2,,,13:52,13:56,Active burrow,0,0,,0,0
309,077217e5-db7d-4da2-82c6-961d739274f4,11/17/2025 1:15:09 PM,,11/17/2025 1:15:09 PM,,105293,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3.7,,,14:56,15:01,,0,0,,0,0
310,e56bed1b-ca56-42fd-8c58-6286686bd39c,11/17/2025 1:15:49 PM,,11/17/2025 1:15:49 PM,,89641,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3.4,,,13:04,13:09,,0,0,,0,0
311,74e7dc88-2631-4e68-8adf-82f03cac8c60,11/17/2025 1:16:27 PM,,11/17/2025 1:16:27 PM,,81215,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,7.1,,,11:26,11:31,,0,0,,0,0
312,d103f7c5-62cd-476b-86d3-faea3cce9131,11/17/2025 1:17:02 PM,,11/17/2025 1:17:02 PM,,89628,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3.2,,,12:01,12:06,,0,0,,0,0
313,fa8541de-75c6-4323-8abf-604b077d69b0,11/17/2025 1:17:47 PM,,11/17/2025 1:17:47 PM,,81228,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,4.7,,,14:38,14:43,,0,0,,0,0
314,18705ddc-8383-409c-8b5c-5fe16e67590d,11/17/2025 1:18:25 PM,,11/17/2025 1:18:25 PM,,81202,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3.7,,,10:40,10:45,,0,0,,0,0
315,f54e9d82-8cb8-4caf-8313-8755247b98f7,11/17/2025 1:19:07 PM,,11/17/2025 1:19:07 PM,,81241,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,4.2,,,14:08,14:13,,0,0,,0,0
316,05571638-0380-4d00-8d20-4a5761288e9f,11/17/2025 1:19:55 PM,,11/17/2025 1:19:55 PM,,81254,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,1.5,,,13:41,13:46,,0,0,,0,0
317,1d3743e1-6314-4ebc-8f05-7d42cdc1d0e3,11/17/2025 1:20:42 PM,,11/17/2025 1:20:42 PM,,74015,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,4.3,,,12:08,12:13,,0,0,,0,0
318,12577a2c-4ba9-4122-87ff-18dcb354a79e,11/17/2025 1:21:24 PM,,11/17/2025 1:21:24 PM,,74028,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3,,,12:49,12:54,,0,0,,0,0
319,b4e4593f-9528-4e99-827f-be07b972e01c,11/17/2025 1:22:11 PM,,11/17/2025 1:22:11 PM,,74002,,4/5/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,8.6,,,11:25,11:30,,0,0,,0,0
320,f83f51ee-ec37-4c87-8df4-93f308248e13,11/17/2025 1:22:59 PM,,11/17/2025 1:22:59 PM,,112585,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,11.8,,,13:55,14:00,,0,0,,0,0
321,b05afeb1-ce3d-47f4-8e5c-0ba0f5602f2a,11/17/2025 1:23:47 PM,,11/17/2025 1:23:47 PM,,GS03M,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,16,,,14:34,14:41,,0,0,,0,0
322,b3edcc17-4284-48c4-8d55-38f8f777a271,11/17/2025 1:25:02 PM,,11/17/2025 1:25:02 PM,,120985,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,17.4,,,01:03,13:12,Active burrow,0,0,,0,0
323,2808d155-f0a9-4a9f-8114-43b36df7a138,11/17/2025 1:26:29 PM,,11/17/2025 1:26:29 PM,,112546,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,13.7,,,11:43,11:48,,0,0,,0,0
324,26a59835-732a-4871-8fd0-d9b496e078d4,11/17/2025 1:27:04 PM,,11/17/2025 1:27:04 PM,,112533,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,12.8,,,11:05,11:10,,0,0,,0,0
325,d83bcf6d-9aa9-4a98-8879-3fd56e8842b8,11/17/2025 1:28:34 PM,,11/17/2025 1:28:34 PM,,105333,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,14,,,09:43,09:48,,0,0,,0,0
326,1a269151-5b33-494b-8898-f99363c1cb60,11/17/2025 1:30:00 PM,,11/17/2025 1:30:00 PM,,105346,,4/3/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,15.8,,,10:20,10:25,,0,0,,0,0
327,abd30819-043b-4b31-835d-79d9c460e506,11/17/2025 1:30:58 PM,,11/17/2025 1:30:58 PM,,42815,,4/2/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,14.1,,,12:28,12:33,,0,0,,0,0
328,c4133297-9245-40f7-858e-96b32da84911,11/17/2025 1:31:40 PM,,11/17/2025 1:31:40 PM,,42802,,4/2/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,11.3,,,11:41,11:46,,0,0,,0,0
329,501b4b15-7ec2-4f5f-8fcb-1d42617d6120,11/17/2025 1:32:42 PM,,11/17/2025 1:32:42 PM,,POSE1,,4/2/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,12.9,,,09:52,09:57,,0,0,,0,0
330,f933b13d-f271-4e41-82ea-9073e169b243,11/17/2025 1:33:40 PM,,11/17/2025 1:33:40 PM,,POSE2,,4/2/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,13.1,,,10:52,10:57,,0,0,,0,0
331,75082d26-1834-4b3e-8c0b-0bc2d3e1d48f,11/17/2025 1:34:48 PM,,11/17/2025 1:34:48 PM,,42776,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,4.5,,,15:09,15:14,,0,0,,0,0
332,3da1708e-407d-4bee-8655-c097aecfd9b1,11/17/2025 1:36:04 PM,,11/17/2025 1:36:04 PM,,SRHALP3,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,3.8,,,15:56,16:01,,0,0,"Dead sagebrush over the whole transect. Transect is near a popular shooting range, caution advised",0,0
333,5e913719-7868-4262-808c-e20c5524be1b,11/17/2025 1:36:49 PM,,11/17/2025 1:36:49 PM,,42750,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,12.6,,,13:18,13:23,,0,0,,0,0
334,8773edd7-eeed-407b-8856-3803c239de89,11/17/2025 1:37:48 PM,,11/17/2025 1:37:48 PM,,49950,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,9.7,,,14:10,14:15,,0,0,,0,0
335,ee126405-ee4c-4367-861a-b56c0655f6bc,11/17/2025 1:38:23 PM,,11/17/2025 1:38:23 PM,,49963,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,8.3,,,12:35,12:40,,0,0,,0,0
336,9f939d86-4b12-4ba1-844d-63c1fa92670b,11/17/2025 1:39:16 PM,,11/17/2025 1:39:16 PM,,18763,,4/1/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,5.1,,,10:50,10:55,,0,0,,0,0
337,592d80c3-a770-42fe-852d-341640007a24,11/17/2025 1:41:04 PM,,11/17/2025 1:41:04 PM,,96946,,3/30/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,10.4,,,12:01,12:06,,0,0,"Squirrels heard on the way to the site (N 300m), but no occupancy in the transect",0,0
338,64da3298-b7c3-4522-8d6e-f0dc30deb074,11/17/2025 1:41:48 PM,,11/17/2025 1:41:48 PM,,96933,,3/30/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,9.3,,,10:27,10:32,,0,0,,0,0
339,68384518-e5d2-4125-86ac-4376af6900f8,11/17/2025 1:43:11 PM,,11/17/2025 1:43:11 PM,,74002,,3/29/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,14.7,,,13:36,13:41,,0,0,Moved transect east of original due to fencing,0,0
340,5b3a05ff-02dc-46cb-8f8e-b6ec31ecbc39,11/17/2025 1:44:05 PM,,11/17/2025 1:44:05 PM,,74002,,3/29/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 1 Random,,,13,,,15:34,15:39,,0,0,,0,0
341,6968dc4a-6249-4c8a-83e6-5e31c7a86d6c,11/17/2025 1:45:04 PM,,11/17/2025 1:45:04 PM,,73989,,3/29/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,14.2,,,12:23,12:28,,0,0,Raining off and on,0,0
342,c0e412ff-22c0-45c0-8e85-8539614f9a7a,11/17/2025 1:46:00 PM,,11/17/2025 1:46:00 PM,,105320,,4/6/2025 6:00:00 PM,Lead,Mariah Hoel,,Day 2 Random,,,1.9,,,15:44,15:49,,0,0,,0,0
343,3b36c211-4cf6-4302-8fcd-ec10d65fe9ca,11/17/2025 1:47:02 PM,,11/17/2025 1:47:02 PM,,81359,,4/6/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,14:16,14:21,,0,0,,0,0
344,115e26a6-5c29-4744-8b40-796c32b4732b,11/17/2025 1:47:39 PM,,11/17/2025 1:47:39 PM,,112520,,4/6/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,15:45,15:50,,0,0,,0,0
345,347ef20b-4eff-4bd3-85fe-b11ec1df2ef5,11/17/2025 1:48:28 PM,,11/17/2025 1:48:28 PM,,58428,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,15:47,15:52,,0,0,,0,0
346,4c567305-4944-430e-8c8a-71f33ac9df1e,11/17/2025 1:49:17 PM,,11/17/2025 1:49:17 PM,,GS17H,,3/30/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 2 Random,,,,,,15:25,15:30,,0,0,,0,0
347,7cd40f09-d985-47b2-8ece-b057b2e3e7c4,11/17/2025 1:49:51 PM,,11/17/2025 1:49:51 PM,,GS17H,,3/30/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 2 Random,,,,,,12:41,12:46,,0,0,,0,0
348,a97c6256-faa8-4533-8f7c-80192636c307,11/17/2025 1:51:04 PM,,11/17/2025 1:51:04 PM,,65589,,3/30/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 2 Random,,,,,,13:38,13:33,,0,0,,0,0
349,bf5cb545-dbad-4d02-8953-6fbbfef61f38,11/17/2025 1:51:46 PM,,11/17/2025 1:51:46 PM,,58376,,3/30/2025 6:00:00 PM,Technician,Lillie Scofield,,Day 2 Random,,,,,,14:38,14:43,,0,0,,0,0
350,365ff116-7eb4-42fc-8867-e401a3e67d58,11/17/2025 1:52:30 PM,,11/17/2025 1:52:30 PM,,65641,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,14:43,14:48,,0,0,,0,0
351,c00f0b38-7e05-4c31-82b9-4ab936a60554,11/17/2025 1:53:25 PM,,11/17/2025 1:53:25 PM,,74041,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,13:52,13:57,,0,0,,0,0
352,bfddd69c-6fe6-4d5e-814c-3fc2f4631755,11/17/2025 1:54:11 PM,,11/17/2025 1:54:11 PM,,SSHPLA4,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,12:18,12:23,,0,0,,0,0
353,43c5c176-e101-4946-8a33-3b114a679f02,11/17/2025 1:54:44 PM,,11/17/2025 1:54:44 PM,,SDHALP7,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,11:12,11:17,,0,0,,0,0
354,3da8c5a7-7733-44ba-8678-0a9947aed7aa,11/17/2025 1:55:24 PM,,11/17/2025 1:55:24 PM,,34441,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,10:31,10:36,,0,0,,0,0
355,adfd7987-77bb-4cd3-8bc6-9b235e6944c4,11/17/2025 1:55:56 PM,,11/17/2025 1:55:56 PM,,34415,,4/5/2025 6:00:00 PM,Technician,Stefanie Buxel,,Day 2 Random,,,,,,09:47,09:52,,0,0,,0,0
